risk_tolerance,investment_experience,liquidity_needs,time_spent,first_deposit_amount,time_horizon,churned_01
3,3,3,5.60868333333,500.0,1,0
5,1,5,16.5030333333,40.0,1,0
5,3,3,1.43316666667,11.09,1,0
5,3,5,1.58566666667,25.0,5,0
3,1,5,12.6897666667,50.0,1,0
5,5,5,0.0,500.0,3,0
5,3,5,33.6225666667,500.0,5,0
3,5,5,31.7317666667,3450.0,3,0
5,1,5,10.7565,20.0,1,0
5,3,5,141.057983333,100.0,1,0
3,5,5,97.0195166667,5.0,1,0
3,1,3,22.1118166667,300.0,1,0
5,5,3,21.573,300.0,1,0
1,3,5,0.0,150.0,1,0
5,1,5,3.85273333333,100.0,5,0
3,1,3,20.1442,1000.0,3,0
5,3,5,40.4454666667,50.0,1,0
1,7,5,29.46675,1000.0,1,0
5,1,5,14.0281666667,700.0,1,0
3,1,5,0.456716666667,100.0,1,0
5,5,5,11.7092333333,250.0,5,0
5,3,5,0.0,1500.0,5,0
5,3,5,23.1496833333,100.0,3,0
1,1,5,2.85461666667,50.0,1,0
5,5,1,23.81495,250.0,5,0
3,5,3,15.1359,2000.0,1,0
3,1,5,19.21995,500.0,5,0
5,1,5,57.8607333333,50.0,1,0
3,5,5,26.3773,100.0,1,0
3,5,5,15.9255,50.0,1,0
3,3,5,10.5301833333,100.0,1,0
3,1,5,87.55215,500.0,5,0
5,3,5,60.657,500.0,5,0
5,3,5,0.0,500.0,1,0
5,3,5,8.82245,65.0,1,0
3,3,5,3.20553333333,5.0,1,0
5,5,5,0.0,2500.0,1,0
5,3,5,8.5743,200.0,1,0
3,1,5,23.2658333333,20.0,1,0
3,1,5,6.0421,20.0,1,0
3,5,5,4.79526666667,10.0,1,0
5,5,5,0.0,1500.0,1,0
5,5,5,0.0,25.0,5,0
5,5,3,0.0,100.0,5,0
5,3,5,12.26425,1000.0,3,0
3,3,3,30.11155,500.0,1,0
5,3,5,5.2089,2000.0,1,0
5,3,5,60.5031833333,100.0,5,0
5,3,5,0.0,2500.0,5,0
5,1,5,2.736,500.0,5,0
5,3,5,37.0847666667,50.0,1,0
5,3,5,12.3858166667,20.0,1,0
5,5,5,16.6245333333,200.0,1,0
3,3,5,7.29585,500.0,1,0
1,1,1,14.2743833333,20.0,1,0
3,1,5,4.4526,2500.0,1,0
5,3,5,0.0,200.0,1,0
3,3,5,312.863466667,20.0,5,0
5,7,5,15.59235,500.0,1,0
5,3,5,0.0,1000.0,3,0
5,1,5,13.55285,10.0,5,0
5,1,5,20.3746833333,10.0,1,0
5,3,3,24.9142333333,31.39,1,0
5,3,5,0.0,1000.0,1,0
5,1,3,128.713016667,500.0,3,0
3,1,5,15.95035,100.0,1,0
5,3,5,36.0904666667,50.0,5,0
5,3,3,16.8239,10.0,1,0
5,3,5,0.0,1000.0,1,0
3,1,5,13.7199333333,500.0,3,0
3,5,5,5.25433333333,500.0,1,0
5,1,5,68.0258666667,100.0,5,0
5,1,3,165.202266667,50.0,1,0
5,5,3,0.0,500.0,1,0
3,5,5,16.4641666667,3000.0,1,0
1,1,5,10.7458,300.0,1,0
5,3,3,27.3204666667,2000.0,5,0
3,3,3,6.68245,10.0,1,0
5,1,1,58.4707333333,30.0,1,0
5,3,5,37.6909833333,100.0,1,0
3,3,5,103.616516667,5.0,3,0
5,1,5,14.8586333333,100.0,5,0
5,3,5,64.9634333333,56.76,5,0
1,1,3,20.5165,100.0,1,0
5,5,5,0.0,1000.0,5,0
5,3,5,6.96193333333,200.0,3,0
5,3,5,5.20513333333,50.0,1,0
5,3,3,34.1724166667,200.0,1,0
5,3,5,0.0,200.0,5,0
5,3,5,2.90041666667,100.0,3,0
5,5,5,0.0,6000.0,5,0
5,3,5,0.0,500.0,5,0
3,3,3,28.9171666667,80.0,3,0
5,3,5,50.5141666667,150.0,1,0
1,1,5,0.0,500.0,1,0
5,3,3,1.65043333333,500.0,3,0
5,1,3,5.84533333333,100.0,1,0
5,3,3,59.1567666667,500.0,5,0
3,1,5,8.44148333333,20.0,3,0
5,5,5,102.886683333,50.0,1,0
5,5,5,4.70303333333,100.0,1,0
5,1,5,24.2556333333,50.0,1,0
5,3,5,0.0,100.0,1,0
5,3,5,19.89875,100.0,1,0
5,3,5,5.754,50.0,5,0
5,1,5,78.2266166667,100.0,5,0
5,1,5,22.4676833333,97.0,1,0
5,5,3,124.337816667,300.0,5,0
5,5,5,62.6269166667,200.0,1,0
3,1,3,7.45515,500.0,5,0
5,3,5,0.0,2000.0,5,0
3,3,5,45.6118833333,500.0,1,0
5,3,5,7.90135,1000.0,5,0
5,3,5,0.0,50.0,1,0
5,1,5,10.3866,1500.0,1,0
3,3,3,9.60575,30000.0,5,0
5,3,5,0.0,200.0,1,0
5,3,3,27.6830666667,225.0,5,0
3,3,5,15.2493,200.0,5,0
5,1,5,35.2051166667,10.0,1,0
5,1,5,35.8377333333,10.0,1,0
5,1,5,3.32621666667,50.0,3,0
5,5,5,26.7433333333,500.0,5,0
3,1,3,6.39675,50.0,5,0
3,3,5,48.6340333333,500.0,5,0
5,5,5,20.8476666667,5.0,3,0
3,3,5,95.8932833333,300.0,5,0
5,5,5,21.1564333333,50.0,1,0
5,3,5,35.3049833333,100.0,5,0
5,1,5,0.0,100.0,5,0
5,5,5,17.9487,1500.0,3,0
5,1,5,0.0,20.0,5,0
3,1,1,50.6181666667,500.0,1,0
5,5,5,27.8843333333,5000.0,1,0
5,7,3,13.2381833333,5000.0,5,0
5,3,5,12.9791166667,200.0,5,0
5,5,3,11.1743166667,100.0,5,0
3,3,5,3.6573,50.0,5,0
3,5,5,9.31225,500.0,1,0
5,3,3,27.7394333333,500.0,3,0
5,1,5,28.281,300.0,1,0
3,3,5,46.7799666667,5000.0,1,0
1,3,5,0.0,25000.0,1,0
3,1,5,15.25195,70.0,1,0
5,3,5,18.0754,50.0,1,0
5,3,5,11.1160333333,100.0,5,0
5,1,3,84.3348833333,100.0,5,0
5,1,5,74.48575,1000.0,1,0
1,1,5,0.0,200.0,1,0
5,3,5,0.0,1000.0,1,0
5,3,5,4.79701666667,1019.59,3,0
5,3,3,1.26361666667,630.3,1,0
3,3,3,14.8814166667,300.0,5,0
5,5,5,8.97243333333,300.0,5,0
5,1,3,66.17985,20.0,1,0
3,1,5,0.0,10.0,3,0
5,3,5,0.0,200.0,3,0
5,5,1,39.6213833333,100.0,5,0
5,5,5,26.4593333333,2000.0,5,0
5,1,5,0.0,200.0,1,0
3,1,3,5.03508333333,150.0,1,0
3,1,3,2.63665,1000.0,1,0
5,1,3,0.0,100.0,5,0
5,5,5,3.43285,500.0,1,0
5,1,5,0.0,500.0,3,0
3,3,3,1.75563333333,50.0,5,0
5,3,3,12.0151833333,4000.0,3,0
3,1,3,16.4207833333,130.0,3,0
5,1,5,20.5643,500.0,1,0
5,3,1,0.875016666667,100.0,5,0
3,1,5,0.319266666667,40.0,1,0
5,3,5,18.0674333333,100.0,1,0
5,3,5,0.0,3000.0,1,0
5,3,5,15.9175166667,75.0,5,0
3,5,1,12.6217333333,1500.0,5,0
5,5,5,3.44388333333,20.0,5,0
5,3,3,3.77341666667,20.0,3,0
5,5,5,10.6246833333,50.0,1,0
5,1,5,5.97563333333,500.0,5,0
3,3,3,81.6359,100.0,3,0
5,5,5,0.0,4000.0,5,0
3,1,5,17.38405,1.0,5,0
3,3,5,68.78805,100.0,5,0
5,3,1,0.0,500.0,5,0
5,3,5,0.0,150.0,1,0
3,3,3,29.9833833333,100.0,1,0
3,1,5,4.17238333333,30.0,5,0
5,5,5,0.512083333333,100.0,5,0
3,3,3,32.0682666667,100.0,1,0
3,3,5,64.4748666667,10.0,5,0
5,1,3,1.80933333333,100.0,1,0
5,5,5,215.792233333,500.0,5,0
5,3,5,52.757,2500.0,1,0
5,3,5,0.0,500.0,1,0
3,1,5,17.3494,50.0,5,0
5,5,3,16.3983,25.0,3,0
3,1,3,25.0594666667,1.0,1,0
3,1,5,10.436,50.0,3,0
3,1,5,70.7820166667,25.0,1,0
5,5,3,26.43445,5.0,1,0
3,1,3,40.1816166667,1500.0,1,0
5,5,3,8.0605,15.0,1,0
5,3,5,0.0,500.0,5,0
3,3,5,5.81531666667,2000.0,3,0
5,3,3,70.77405,111.8,1,0
5,5,3,11.056,500.0,1,0
5,3,5,18.26965,500.0,3,0
5,3,5,24.2857333333,1000.0,5,0
5,3,3,6.42566666667,5000.0,1,0
5,1,5,1.3954,500.0,5,0
5,3,3,27.3942333333,1000.0,1,0
5,1,5,13.3441333333,500.0,5,0
3,1,3,11.0714833333,100.0,3,0
1,5,5,0.0,200.0,5,0
5,1,5,0.0,500.0,3,0
5,1,5,41.1092333333,400.0,5,0
5,5,3,4.38486666667,1500.0,1,0
1,3,5,21.0247166667,500.0,1,0
5,3,5,12.06075,100.0,5,0
5,1,5,29.9347833333,1000.0,3,0
5,1,5,58.57695,100.0,1,0
5,3,5,25.647,100.0,5,0
5,3,1,2.62398333333,100.0,1,0
3,1,5,33.5853,100.0,1,0
3,5,5,8.9814,200.0,5,0
5,5,5,80.9285,5.0,5,0
5,5,5,37.79595,200.0,1,0
3,3,5,697.096816667,500.0,5,0
3,3,5,20.20145,1500.0,3,0
5,5,5,9.28206666667,1.0,5,0
5,3,3,40.2397333333,1000.0,1,0
5,1,3,3.3165,70.45,1,0
5,1,5,5.81515,30.0,1,0
5,1,3,7.82558333333,100.0,1,0
5,1,5,33.4139666667,50.0,5,0
5,3,5,0.0,25.0,1,0
5,5,5,3.23516666667,5000.0,1,0
5,3,5,83.3413666667,4.0,3,0
3,3,3,29.5309833333,50.0,1,0
5,1,1,12.5502333333,100.0,5,0
3,3,5,16.8426333333,100.0,5,0
5,3,5,25.2789,20.0,5,0
3,3,5,16.2566,200.0,5,0
5,3,3,18.6738833333,100.0,1,0
5,3,5,2.3727,10.0,1,0
5,3,5,105.444816667,50.0,1,0
3,1,5,0.0,50.0,5,0
5,5,5,0.0,500.0,1,0
3,1,5,3.86148333333,300.0,1,0
5,3,5,5.39075,2000.0,1,0
3,3,5,0.0,100.0,1,0
3,1,5,38.7487,10.28,1,0
3,1,5,427.1475,10.0,3,0
3,3,3,11.3367333333,90.0,1,0
3,3,5,21.4766666667,100.0,1,0
5,7,5,15.1225833333,888.0,5,0
3,1,5,0.0,200.0,1,0
5,5,3,9.81998333333,150.0,1,0
5,5,5,0.0,100.0,3,0
3,1,5,0.0,500.0,3,0
5,5,5,19.4327166667,100.0,5,0
5,1,5,0.0,500.0,5,0
5,3,5,4.48245,500.0,3,0
5,3,5,29.8309833333,1000.0,1,0
5,3,5,0.0,100.0,5,0
3,3,5,42.6161,400.0,1,0
3,5,5,19.3025,4000.0,3,0
5,5,5,6.577,300.0,1,0
3,1,3,14.97605,2500.0,1,0
5,5,5,19.3123,10000.0,1,0
3,3,5,38.9074333333,100.0,3,0
5,3,5,20.0562833333,5000.0,5,0
3,3,5,156.714666667,25.0,5,0
5,1,3,23.2087333333,40.0,3,0
5,3,5,0.0,100.0,5,0
3,5,5,0.0,1.0,3,0
5,5,5,3.7688,100.0,1,0
5,5,5,0.0,5.0,1,0
5,3,3,10.0619,5.0,3,0
5,1,5,26.9972333333,1000.0,1,0
3,5,5,0.0,500.0,5,0
3,3,5,78.7751166667,25.0,1,0
5,3,3,28.3874166667,50.0,1,0
5,1,5,0.0,50.0,3,0
5,3,5,4.9945,100.0,5,0
5,5,5,8.32583333333,80.0,1,0
3,3,3,1.8376,300.0,1,0
5,3,1,4.47816666667,50.0,1,0
5,3,3,10.4476,50.0,5,0
3,3,5,0.0,1000.0,5,0
5,3,5,33.0845333333,20.0,5,0
5,5,5,21.5927,500.0,1,0
3,1,5,0.0,50.0,5,0
5,5,5,10.16435,4000.0,1,0
5,3,5,5.92518333333,25.0,5,0
5,5,5,11.6920666667,200.0,5,0
5,3,5,0.0,2500.0,5,0
1,5,3,4.46911666667,10.0,1,0
5,5,5,0.0,1000.0,5,0
3,5,3,13.4839666667,5000.0,5,0
5,1,3,24.5601,300.0,1,0
5,5,3,13.3831166667,100.0,5,0
3,1,5,3.16016666667,100.0,1,0
3,3,5,12.9425666667,500.0,1,0
5,5,5,6.16158333333,100.0,3,0
3,3,5,22.9813333333,50.0,1,0
1,1,5,17.1062333333,10.0,5,0
3,3,3,62.1308333333,50.0,1,0
3,3,5,8.77696666667,150.0,5,0
3,5,5,28.7733333333,10.0,1,0
3,1,5,13.7458666667,500.0,5,0
5,3,1,724.075616667,200.0,5,0
3,3,5,21.0339,2000.0,1,0
3,1,3,2.46021666667,100.0,1,0
1,1,1,9.24125,20.0,1,0
5,1,5,22.31975,100.0,1,0
5,3,3,68.9540333333,33.0,5,0
5,5,5,0.0,1000.0,5,0
3,3,5,0.0,500.0,1,0
3,1,5,12.03655,25.0,1,0
5,1,5,4.02066666667,1000.0,1,0
3,3,3,10.0800833333,50.0,5,0
5,1,5,0.0,50.0,1,0
5,1,5,1.7438,1000.0,5,0
5,3,5,0.0,18.26,5,0
5,3,5,33.8205,1500.0,5,0
5,5,5,10.2266666667,100.0,1,0
5,1,5,0.0,100.0,1,0
5,3,5,19.4443,1000.0,5,0
5,5,1,23.9222166667,500.0,1,0
5,3,5,0.0,1000.0,1,0
5,5,5,35.6201,100.0,1,0
5,1,3,0.0,50.0,5,0
3,1,5,43.2785333333,200.0,5,0
5,3,5,0.0,50.0,5,0
5,5,5,30.13875,1000.0,1,0
5,5,5,99.7061666667,50.0,1,0
3,5,5,8.66935,100.0,3,0
5,1,1,12.3644833333,50.0,5,0
5,1,5,11.4031,100.0,1,0
5,3,5,13.6664333333,500.0,5,0
5,5,5,0.0,500.0,1,0
5,1,5,0.0,500.0,1,0
3,3,5,0.0,300.0,1,0
3,5,5,0.0,100.0,1,0
1,3,5,16.83355,2500.0,1,0
5,3,5,112.325466667,100.0,1,0
5,1,5,5.21776666667,10.0,1,0
3,1,5,1.42466666667,100.0,1,0
3,3,3,0.0,5.0,1,0
3,1,5,48.8256833333,500.0,1,0
5,3,5,13.9444333333,20.0,1,0
3,3,5,5.59686666667,50.0,5,0
3,5,5,25.7435333333,500.0,1,0
5,1,3,15.7245,20.0,5,0
3,3,5,0.0,100.0,5,0
5,1,5,31.9951833333,50.0,5,0
5,3,3,3.64976666667,500.0,3,0
5,7,5,155.527866667,500.0,1,0
3,3,5,5.50858333333,200.0,1,0
5,5,3,38.75905,200.0,1,0
5,1,1,24.9264,20.0,1,0
5,3,5,12.85815,1.0,5,0
5,3,5,15.6396666667,500.0,3,0
5,5,3,32.1547166667,20.0,3,0
5,3,5,41.8527333333,176.12,5,0
3,5,5,93.9051166667,50.0,1,0
5,3,5,2.89133333333,50.0,5,0
3,5,1,82.10975,500.0,3,0
5,3,5,0.0,10.0,1,0
5,1,5,42.75675,5.0,3,0
3,3,5,0.0,100.0,5,0
5,5,5,14.3619333333,100.0,5,0
3,1,1,7.40646666667,15.0,5,0
5,3,5,5.51335,500.0,3,0
5,3,3,9.63195,3000.0,1,0
1,5,5,0.0,2000.0,1,0
5,1,5,0.0,20.0,1,0
3,3,3,41.4166166667,20.0,1,0
3,3,5,14.2702333333,75.0,1,0
3,1,3,28.3546833333,112.0,1,0
3,3,5,4.6668,20.0,1,0
1,5,5,353.884483333,2000.0,1,0
3,5,5,14.2923,125.0,5,0
3,3,3,67.9305333333,2000.0,3,0
3,1,5,5.88803333333,20.0,1,0
3,1,5,67.6343,100.0,5,0
5,1,5,0.0,300.0,5,0
5,3,3,59.3691166667,200.0,1,0
5,5,5,16.45955,25.0,5,0
5,1,5,0.0,500.0,1,0
3,1,5,0.0,90.0,5,0
5,5,5,17.1911833333,5000.0,5,0
5,3,5,0.0,50.0,1,0
1,7,5,62.4483,100.0,1,0
5,3,5,15.0531166667,250.0,1,0
5,5,3,23.6133666667,3000.0,5,0
3,3,3,14.2152333333,1000.0,1,0
5,1,5,0.0,1000.0,3,0
3,3,5,21.2524166667,500.0,5,0
3,1,5,8.98208333333,10.0,5,0
5,5,5,38.1332333333,10000.0,3,0
5,1,5,78.2983666667,50.0,1,0
5,5,5,22.1454333333,5000.0,5,0
3,3,5,16.60315,2000.0,1,0
5,1,3,21.3594166667,20.0,3,0
5,5,5,79.5477666667,1000.0,3,0
3,3,5,19.3847,20.0,5,0
5,5,5,4.61061666667,50000.0,1,0
5,3,5,3.68713333333,1200.0,1,0
5,1,3,5.77243333333,10.0,5,0
3,3,5,91.4662166667,500.0,1,0
5,3,5,4.91523333333,1450.0,1,0
3,1,5,56.7597666667,10.0,5,0
5,1,5,0.0,100.0,1,0
5,5,5,0.0,5000.0,5,0
5,3,5,50.4471833333,60.0,1,0
5,1,3,53.0649333333,600.0,1,0
3,1,5,0.0,50.0,5,0
5,1,5,0.0,200.0,5,0
3,3,5,16.0487333333,1000.0,1,0
5,5,5,0.0,25.0,3,0
3,3,5,128.835766667,0.5,5,0
5,5,5,5.7525,1000.0,1,0
3,3,5,11.9645,20.0,1,0
5,1,3,1.6274,50.0,1,0
3,1,5,10.6552,200.0,1,0
5,3,5,0.0,20.0,3,0
3,1,5,12.21545,10.0,1,0
5,1,3,6.63708333333,500.0,1,0
5,5,5,0.0,50.0,5,0
5,3,5,14.8418333333,100.0,1,0
5,5,5,20.5,50.0,5,0
3,3,5,0.0,50.0,1,0
5,5,5,0.0,1000.0,1,0
5,1,5,13.8889166667,100.0,5,0
5,1,5,1.01905,100.0,1,0
5,3,5,0.0,25.0,1,0
5,1,5,0.0,100.0,1,0
3,1,5,0.848166666667,20.0,1,0
5,3,5,30.89645,15.0,5,0
5,1,5,15.1276,5.0,3,0
3,1,3,17.0763333333,1500.0,1,0
3,3,5,40.1808166667,200.0,1,0
5,3,3,26.9396333333,100.0,1,0
5,1,5,31.9863833333,200.0,5,0
3,3,3,34.4344333333,100.0,1,0
3,1,5,0.0,25.0,1,0
5,1,5,8.48611666667,10.0,1,0
5,3,5,0.0,100.0,5,0
5,3,3,19.4987,1000.0,5,0
5,3,5,13.9950333333,3000.0,1,0
5,1,5,0.0,200.0,5,0
5,1,5,99.7794666667,50.0,1,0
5,3,3,30.4058,40.0,3,0
3,1,5,0.9029,100.0,1,0
3,5,5,1.27638333333,40.0,1,0
5,5,5,40.3185666667,50.0,1,0
5,3,5,0.0,10.0,1,0
5,3,5,22.1789333333,200.0,3,0
5,5,3,16.2384333333,100.0,1,0
5,3,5,0.0,100.0,5,0
1,3,5,20.2513,5.0,1,0
5,1,5,26.9179333333,1.0,1,0
5,5,5,12.9905666667,500.0,5,0
1,3,3,4.21596666667,100.0,1,0
3,3,5,2.17805,100.0,5,0
5,3,5,6.10675,25.0,1,0
3,1,3,20.9395,20.0,1,0
3,3,5,0.0,25.0,3,0
5,1,5,20.9913833333,5000.0,1,0
5,1,5,105.90905,650.0,1,0
3,3,5,38.2009666667,10.0,1,0
5,1,5,0.0,100.0,5,0
5,5,5,0.0,5000.0,1,0
5,5,5,48.49425,28.0,5,0
5,1,5,69.7624166667,2500.0,3,0
3,3,3,20.79645,50.0,3,0
3,3,5,38.54765,6000.0,3,0
5,5,5,9.82871666667,2500.0,5,0
5,3,5,10.9904333333,50.0,5,0
3,3,5,18.8725,1000.0,3,0
3,5,5,23.06705,30.0,1,0
3,1,5,0.0,500.0,5,0
3,5,5,29.86065,266.0,5,0
3,3,5,43.0784333333,100.0,5,0
5,1,3,12.2447166667,50.0,1,0
5,3,5,22.36955,1.0,5,0
5,1,3,7.89786666667,25.0,1,0
5,3,5,4.31611666667,1000.0,1,0
5,3,5,8.78453333333,250.0,1,0
3,1,5,25.7123,50.0,1,0
5,1,3,29.12605,25.0,5,0
3,3,5,44.4817666667,100.0,1,0
1,3,5,0.0,500.0,5,0
5,1,5,29.9565666667,100.0,5,0
5,3,5,0.0,10.0,1,0
5,5,3,80.4971166667,250.0,3,0
5,3,3,16.3871333333,100.0,1,0
5,3,3,15.2435,20.0,3,0
3,1,5,0.0,100.0,1,0
3,1,3,0.0,500.0,3,0
5,3,5,0.96405,1000.0,3,0
5,3,5,8.9555,40.0,5,0
3,1,3,25.61785,50.0,1,0
5,1,3,0.58535,20.0,1,0
3,5,5,58.1554166667,100.0,3,0
5,3,5,22.6744333333,1000.0,1,0
3,3,5,0.0,25.0,3,0
1,5,5,0.0,2000.0,5,0
3,3,3,34.4873666667,63.6,5,0
5,3,3,10.1785333333,10.0,5,0
5,5,5,114.205416667,1000.0,5,0
5,5,5,0.0,30.0,5,0
5,1,5,138.925433333,0.35,1,0
5,3,3,65.05195,200.0,1,0
3,3,3,14.8299166667,20.0,1,0
5,3,3,18.5405833333,10.0,1,0
3,1,5,80.2626,100.0,5,0
5,3,3,7.09603333333,1.0,3,0
5,5,5,0.0,500.0,3,0
5,3,3,22.29775,500.0,5,0
5,5,3,108.48535,2000.0,1,0
3,3,5,7.38866666667,50.0,3,0
3,3,5,17.4839333333,50.0,1,0
1,3,5,4.38168333333,200.0,1,0
5,1,3,10.6225166667,400.0,1,0
5,5,5,117.035,10.0,1,0
3,3,3,0.228116666667,50.0,1,0
1,1,3,30.70285,200.0,3,0
3,1,1,14.47345,100.0,1,0
3,1,5,0.0,50.0,5,0
1,3,5,1.29898333333,200.0,1,0
5,3,3,28.6125833333,500.0,5,0
5,3,5,0.8861,100.0,1,0
3,3,3,20.7104,1000.0,5,0
1,3,1,3.46981666667,20.0,1,0
5,3,5,68.50395,100.0,1,0
5,5,5,14.6954166667,25.0,5,0
3,3,5,1.22183333333,100.0,3,0
5,1,5,72.0500833333,1000.0,5,0
5,5,5,0.0,500.0,3,0
5,1,3,9.36665,50.0,3,0
1,3,5,0.0,500.0,1,0
5,5,3,6.65755,250.0,1,0
5,1,5,7.2874,35.94,5,0
3,1,5,26.8087666667,50.0,3,0
3,5,5,0.0,100.0,1,0
5,1,5,96.57115,200.0,1,0
5,5,5,0.0,10000.0,5,0
3,3,1,98.3955833333,2000.0,3,0
5,5,5,29.4441,50.0,1,0
3,5,5,20.9775333333,100.0,1,0
5,5,3,25.2984,500.0,5,0
5,3,5,0.0,1000.0,5,0
3,3,5,25.5262,200.0,1,0
3,3,3,2.30951666667,500.0,3,0
5,3,5,0.0,1500.0,3,0
5,3,5,13.4357166667,50.0,1,0
1,5,3,0.0,100.0,1,0
5,3,5,0.0,4000.0,3,0
3,3,3,6.23088333333,20.0,1,0
5,3,5,13.8903,100.0,5,0
5,3,5,5.15101666667,2500.0,1,0
3,1,5,1.29885,15.0,5,0
5,1,5,30.5859333333,80.0,1,0
3,1,5,0.0,1.0,5,0
3,1,3,13.8150833333,50.0,5,0
5,3,3,3.13883333333,250.0,5,0
1,1,1,46.06385,100.0,1,0
5,5,5,0.0,100.0,5,0
3,3,3,15.2867833333,13.42,1,0
5,5,3,53.4138333333,1000.0,1,0
3,3,5,12.6444833333,50.0,5,0
5,3,5,111.99185,10.0,5,0
3,3,5,14.9779666667,10.0,3,0
5,3,1,42.3726666667,500.0,1,0
3,3,5,24.28365,100.0,1,0
1,1,5,8.71556666667,20.0,1,0
5,3,5,0.0,20.0,1,0
3,1,5,19.5151833333,150.0,1,0
5,3,1,52.18695,2000.0,1,0
3,5,5,23.0963833333,90.0,1,0
3,1,5,11.1377,50.0,5,0
5,3,5,1877.4324,153.75,1,0
5,5,5,10.10085,120.0,5,0
5,1,5,0.0,200.0,1,0
5,3,5,13.4037166667,800.0,5,0
3,5,5,12.7583833333,10.0,1,0
5,1,5,2.92925,1.0,1,0
3,1,3,23.6223333333,500.0,3,0
5,3,5,1628.85313333,500.0,1,0
3,1,5,8.26113333333,1.0,1,0
1,3,5,36.6193333333,10.0,1,0
5,5,5,23.5857333333,600.07,5,0
3,1,5,56.9387,200.0,1,0
5,5,5,8788.32945,200.0,5,0
5,3,5,10.3352833333,10000.0,1,0
5,3,5,7.64215,50.0,1,0
5,3,3,28.1112,10.0,1,0
5,1,3,10.0888333333,10.0,3,0
5,1,5,11.2424333333,40.0,5,0
5,5,5,11.57355,1000.0,1,0
5,3,5,37.5722833333,20000.0,1,0
3,5,3,12.9328833333,30.0,3,0
5,3,5,38.1622,1000.0,1,0
5,7,5,0.0,500.0,1,0
5,1,5,18.6741833333,1000.0,1,0
5,3,1,22.3898833333,20.0,1,0
5,3,5,10.7263666667,30.0,5,0
5,1,3,21.7128166667,20.0,1,0
5,1,5,12.3069833333,5000.0,3,0
5,3,5,3.72656666667,100.0,5,0
5,1,5,55.0591,25.0,1,0
1,1,1,10.1656166667,25.0,1,0
3,1,5,36.8655,25.0,1,0
3,5,5,18.8484166667,5000.0,3,0
5,3,5,47.3869666667,200.0,1,0
5,3,3,8.25188333333,5.0,1,0
1,3,5,22.5095166667,20.0,1,0
5,1,5,48.6085666667,1000.0,5,0
5,3,5,11.9012833333,50.0,1,0
3,1,5,30.65605,25.0,3,0
5,5,5,13.5399833333,100.0,1,0
5,5,5,0.0,800.0,5,0
5,3,5,7.66453333333,20.0,1,0
3,3,5,81.3250666667,5000.0,5,0
3,3,5,55.1936666667,1000.0,3,0
3,5,5,169.449083333,2500.0,1,0
1,3,5,9.59626666667,100.0,1,0
3,3,5,2.86301666667,500.0,1,0
5,3,5,20.8392666667,10.0,5,0
5,3,5,10.42585,100.0,1,0
5,3,3,12.8376833333,150.0,1,0
5,1,5,82.5610166667,1.0,3,0
5,1,1,40.3463833333,2000.0,5,0
3,1,3,6.5451,50.0,1,0
3,5,5,153.686916667,3258.4,3,0
3,3,5,107.3951,400.0,3,0
5,1,5,0.0,100.0,5,0
5,3,5,6.00936666667,100.0,3,0
3,1,1,77.8914666667,100.0,3,0
5,1,3,6.64521666667,25.0,5,0
5,5,3,11.3683333333,250.0,5,0
5,1,5,8.02785,10.0,1,0
5,3,5,0.0,250.0,5,0
3,3,5,129.232433333,1000.0,1,0
5,3,5,13.5332666667,5000.0,1,0
5,1,5,30.9721833333,500.0,1,0
5,5,5,437.480083333,1000.0,5,0
3,3,3,14.1855833333,100.0,1,0
5,3,5,8.1196,1000.0,1,0
5,1,5,148.164666667,520.0,3,0
3,1,3,39.1137333333,300.0,5,0
3,1,5,41.9244166667,150.0,5,0
3,3,5,0.0,100.0,5,0
3,3,5,0.0,500.0,5,0
5,3,5,9.28815,50.0,3,0
1,1,3,9.5399,50.0,3,0
5,3,3,7.47288333333,20.0,1,0
5,3,5,2.36071666667,100.0,5,0
3,1,5,6.79806666667,500.0,1,0
5,1,5,10.8395833333,100.0,5,0
5,3,5,6.98231666667,200.0,1,0
5,1,5,317.423316667,100.0,1,0
3,5,5,206.3157,1000.0,5,0
5,3,5,1.38386666667,200.0,3,0
5,1,5,26.664,100.0,5,0
3,1,5,6.66536666667,40.0,3,0
5,1,1,27.5402666667,30.0,5,0
5,5,5,15.5429,1000.0,5,0
1,1,5,0.0,1000.0,1,0
5,1,5,0.0,300.0,3,0
3,3,5,18.9659666667,25.0,3,0
3,3,5,17.0451166667,100.0,5,0
5,3,5,14.4759833333,500.0,3,0
5,3,5,0.0,200.0,1,0
3,5,5,85.9589166667,5.0,3,0
5,3,5,0.0,100.0,5,0
1,5,5,27.1794333333,400.0,1,0
5,3,5,7.08946666667,200.0,1,0
5,5,5,54.0274,1000.0,5,0
3,1,3,12.6444166667,200.0,1,0
5,1,5,0.0,200.0,5,0
5,3,5,0.0,500.0,3,0
5,3,5,11.0488,50.0,1,0
5,3,5,2.70846666667,100.0,3,0
5,3,5,2.01245,150.0,1,0
5,5,5,5.16368333333,10000.0,3,0
3,1,5,0.0,100.0,1,0
3,3,5,0.0,100.0,5,0
3,3,5,3.83545,100.0,1,0
1,1,5,0.0,300.0,1,0
5,3,5,18.14525,20.0,1,0
5,5,5,29.4644166667,1500.0,1,0
3,1,5,17.1003166667,500.0,1,0
5,3,5,5.19855,200.0,1,0
5,1,5,66.2700333333,10.0,1,0
